,BA.2.3.9,BA.2.3.15,BA.2.23,BA.2.12.1,C.37,BA.2.12,BG.1,B.1.1.529,XQ,BG.3,BA.2.68,BA.2.3.12,BA.2.9.1,BA.2.3.14,BA.2.3.17,BA.2.3.16,BA.2.3.8,W.2,BA.2.57,BA.2.3.18,BA.2.21,BG.4,BA.2.62,BA.2.2.1,N.7,BA.2.50,BA.2.66,BA.2.10.1,XAA,BA.2.3.5,BG.2,B.1.69,BA.2.3.4,BA.2.12.2,C.2.1,AP.1,BA.2.8,B.1.177.25,B.1.1.519,B.1.1.338,BA.2.28,B.1.203,B.1.603,XL,BA.2.74,B.1.423,BA.2.3.11,BA.2.3.6,B.1.128,B.1.524,BA.2.80,BA.2.60,BA.2.26,B.1.1.251,BA.2.3.7,BA.2.33,B.1.400.1,BA.2.37,B.1.1.437,BA.2.10.3,B.1.1.224,B.1.243.2,BA.2.42,XY,BA.2.61,V.2,B.1.1.396,B.1.421,B.1.348,AA.8,B.1.1.147,BA.2.55,BA.2.25.1,BA.2.41,BA.2.75,B.1.474,BA.2.72,B.1.177.87,B.1.415.1,BA.2.79,XR,N.10,B.1.629,A.3,B.1.550,BA.2.73,proposed467,B.1.177.43,B.1.619.1,XN,B.1.438.4,B.1.411,B.1.640.2,AM.3,B.1.585,B.1.177.32
0.025,0.47580037829956745,0.1954005263213486,0.04482333296598872,0.03404074016134791,0.03467615821424066,0.01578125294077949,0.01434937652298356,0.002025370175402332,0.0024297643908279846,0.0027959840014846545,0.0025810559452054266,0.002295058245762878,0.0019695932007234105,0.0018175637398663595,0.0017918947366983992,0.0016337538347859857,0.0014780075208668984,0.0012424877109782804,0.0010462922907840079,0.0015723441433608417,0.0015008963315921579,0.001322561629069329,0.0,0.001298805784391109,0.0,0.0,0.0012052653335064953,0.0,0.0013049197466619273,0.0,0.0011222114343363801,0.0011225651647892904,0.001084497080876791,0.0011113214389165337,0.0,0.001048778903465184,0.001153072829125038,0.0,0.0,0.0,0.0010501776204208165,0.0004807692326230523,0.0,0.0,0.0,0.0,0.001021555324799586,0.0,0.0010366275918964954,0.0010189448044812448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05,0.4761893204306613,0.19555761997471063,0.04595698858809987,0.03421207436455333,0.03483028025886339,0.01592309920229554,0.01438897939009311,0.002150592692151752,0.002486742288834008,0.002837951302838052,0.0026072582991775177,0.0023499717661254935,0.002013939917725271,0.0018782195702564508,0.0018124568375170033,0.0016580564815715493,0.0015007891665789839,0.001312677774188825,0.0011548189698583164,0.001617668544144023,0.001530812576016694,0.0013413374145436873,0.000959189260797122,0.00133103007328294,0.0,0.0,0.0012257078022717557,0.0,0.0013174575842641485,0.0,0.0011382295049820767,0.0011292222327782793,0.0011254001964700546,0.0011227673021417365,0.0,0.0011010560462893395,0.0011681755148524947,0.0,0.0,0.0,0.0010932091787740467,0.0010353197824733223,0.0,0.0,0.0,0.0,0.0010432577823069754,0.0,0.001046897265864456,0.0010395731087748526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,0.4781382735197669,0.19609776700193973,0.047785747838881266,0.0353262362504414,0.035221139896478584,0.016732349804031887,0.014634291065937567,0.0026174967515407432,0.0029154987720465273,0.002943084789093308,0.0027266196662470875,0.002589389659625764,0.002151028731305167,0.0021181973410955455,0.001959363229092224,0.0017565167567025542,0.001606975509305881,0.0014779554991674981,0.0014345924538849324,0.0016860874400792213,0.0016075843072962414,0.001424467982830845,0.0013306913186662726,0.001466185043719582,0.0011783942097797991,0.0011328328380616787,0.0013115433328497765,0.001111181615008241,0.001463509613311183,0.0010368782018023142,0.0011847093186259663,0.0012331901438064087,0.001325013461389463,0.001192327496087072,0.0,0.0011854174173202895,0.0012402858328605043,0.0011142749683544667,0.0,0.0,0.001148563437172494,0.0010940788403543244,0.0,0.0010020287795879917,0.0,0.0,0.0011285048315990088,0.0010256849819146234,0.0011219285486447107,0.00110700734352373,0.0,0.0,0.0,0.0,0.0011217722381658217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,0.4795755605480985,0.19689349197681538,0.04908061499009109,0.035907222385713713,0.03574393532588167,0.017294994393422868,0.014821187521099417,0.002886934869725759,0.003033927545232369,0.0029993912795989296,0.002813847339455511,0.0027665156420142046,0.0022601034604334764,0.0022982589360345997,0.002064671459751838,0.0018140815277208054,0.0016825412151578994,0.0015804702792747512,0.0016435636748569947,0.001768382102040545,0.0016830712776754225,0.0014737319518124009,0.001518605968531476,0.001541158368617255,0.0013516745024742738,0.0012429945701082363,0.0013877837322518961,0.0011876022283976093,0.00156527005594848,0.0011456646896417294,0.0012345890784910604,0.0012941828373395662,0.0014555896052343698,0.001243430811741217,0.001011665341270976,0.0012395383921968537,0.00128117479622655,0.001226410685486265,0.0,0.0010651337789362885,0.0012325231217538907,0.0011427120537303962,0.0,0.0010820461141722837,0.0010451466348382135,0.0010405902695921417,0.001206859974180477,0.001081005910648573,0.0011789333639021227,0.0011599571514101714,0.001031490022920109,0.0010530800714943656,0.0,0.0,0.0012738414835433325,0.0010200697491394577,0.0010866614535652973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.4805379611437542,0.19741338121323065,0.05041702466836218,0.036637775460138126,0.0362836391910027,0.018235834881682848,0.015117374133302258,0.0033007595217008174,0.0032041815716027395,0.003064029565045371,0.002913415062463197,0.0029788093379187535,0.002377559218466697,0.002466932870389525,0.002143041400015214,0.0018822810092515552,0.0017686092634311978,0.0016716802076985997,0.0018832391709546496,0.0018245727692327244,0.0017474055040110547,0.001524126617933212,0.001733270259408934,0.0016383816536071443,0.001440589497202715,0.0013155607061132845,0.0014466655170295298,0.0012814057397945594,0.0016657389549067972,0.0012522486030281063,0.0012931490825172929,0.0013555839368166074,0.0015904015648701391,0.0012853520690948768,0.0011783671903773552,0.0012842685992373577,0.001340911593499163,0.0012827165134221782,0.0,0.0011895339759716958,0.0013145514867215968,0.0011886848559905074,0.0,0.0011842233529194958,0.0011033367632983292,0.0010871210118243782,0.00127560361970188,0.0011387307194751467,0.0012418963635673368,0.0012243517068484724,0.0011026598676141233,0.0011226577959806314,0.0010249846760407256,0.0010064196200800313,0.0013662821012873044,0.0010939267465287813,0.0012029156992357907,0.0010432670747726027,0.0010397330955147846,0.001094981658575348,0.0010451622294195316,0.0010052708725911633,0.0,0.0,0.0,0.0010079491761430773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002502661056319844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.95,0.48183879958000425,0.19814471422145336,0.05190022600381087,0.037478678361095405,0.036776511949736586,0.019197274698080476,0.015429542314339077,0.003966128819052425,0.0034040001944519167,0.0031822362488457085,0.002998995815100957,0.0032136516688163084,0.0025135054175655504,0.0027021037412491345,0.0022422919463316033,0.001979021336578538,0.0018599028987316187,0.0017881581094204742,0.002233892875833216,0.001933158955770132,0.0018728450282832904,0.0015948973628570787,0.0018991419300906731,0.001719397290475305,0.0015152732110529819,0.00146038548473728,0.0015407798381482677,0.0014141775648047633,0.0017872560677324506,0.0013727716440845314,0.0013869679230890557,0.0014237010350372956,0.0017738092621936829,0.001363468981795568,0.0013077661304780304,0.0013488456083865265,0.0014417373537389205,0.001392852002734288,0.0010601772640545784,0.0013723704943348998,0.001437217802534103,0.0012722289623542118,0.0011173544615041395,0.0012715382765346906,0.0011800272563653811,0.0011551350342201105,0.0013973142597495107,0.0012095115038012992,0.0013207976703197672,0.0012787640367523175,0.0012165227174423016,0.001207527076760293,0.0010905616381323524,0.0011181539599917378,0.001580428093620117,0.0012739494933361939,0.0013208748692375989,0.001121042977643046,0.0011404852328244155,0.001301435444888762,0.0011188368222642571,0.0011129547113074597,0.0,0.0011557201420777069,0.0011475896216398209,0.001199332456598772,0.0,5.0978214476416586e-05,0.0010376355832353113,0.0011686407155258433,0.0010216671956079818,0.0,0.00110145891958302,0.0010844020529386308,0.0,5.0215599477155924e-05,0.0,0.0010310543528006685,0.0,0.0011708004540459938,0.0010399220575983167,0.0010859991832728169,5.012866352860151e-05,0.0,0.0,0.0,0.0010583261710230911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.975,0.4820437636333021,0.19822073176493107,0.05284304313092813,0.03759820162666188,0.03681779097884441,0.01948865399699148,0.01546162957462955,0.004139852700066073,0.0034490662849628864,0.0032158992086492016,0.003011057102920595,0.003289981826814712,0.0025470220033445203,0.002755750431796665,0.0022589421978447062,0.0020343608878469845,0.001890372115491758,0.001860177365036637,0.0024303547397088038,0.0019552771290801143,0.0018863753919551147,0.0016169548592732488,0.0019480739076156112,0.0017504860848422759,0.0015189607384840293,0.0015102969137506255,0.001568111478208492,0.0014451716876947899,0.0018412215828673033,0.0013801030665266752,0.0013914937140766077,0.0014652442795731115,0.001816787500818396,0.0013831798780832444,0.001366765752494124,0.0013553971654080882,0.0014733744430239367,0.0014020558952920733,0.0011010695560923285,0.001430642288848807,0.001499780490026937,0.0013094700105979165,0.0011616790631915315,0.0013422976463223417,0.001203650843261441,0.0011729813230858615,0.0014238816897379437,0.0012241644981559451,0.0014018399907015323,0.0013002291815020902,0.0012306396721565628,0.0012528618167165528,0.0011370297364425744,0.0011415928472643761,0.0016176260221631264,0.0012783769184125042,0.0014006642493082982,0.001126098069972705,0.001163987251324397,0.0013900227932494725,0.001129766678757998,0.001131691508136934,0.0005272932260662183,0.0011724937714629564,0.0011808170528483468,0.0012008816692743343,0.0,0.001041382390473245,0.0010548149005179786,0.001212429034221393,0.0010625174382703113,0.0010431977510821397,0.0012421831048280922,0.0011091597298855665,0.0,0.001010046958441771,0.0010728795726429336,0.0010438133354083367,0.0005327105730289733,0.001247113521022466,0.001064050998173867,0.0011081403316169488,0.0010107227901156727,0.001093183147696771,0.0,0.0,0.0011219364654209364,0.0005681680531843725,0.0,0.0,0.0,0.0,0.0005317667322962175,0.0005412196766558368,0.0,0.0
