	freyja/V350082740_L14_11-11_variants.tsv
summarized	[('Other', 0.8758381236474476)]
lineages	C.26 B.1.1.1 B.1.177 B.1.177.72 B.1.478 B.1.274 B.1.195 B.1.177.2 B.1.8 B.1.177.17 C.13 B.1.187 B.1.201 B.1.177.75 B.1.76 D.2 B.1.97 B.1.177.77 B.1.1.98 B.1.67 B.1.199 B.1.483 B.1.177.32 B.1.393
abundances	0.51381944 0.26670725 0.06028394 0.00414361 0.00348575 0.00221019 0.00216873 0.00212658 0.00207237 0.00196146 0.00191124 0.00156420 0.00142939 0.00122818 0.00120573 0.00112324 0.00111091 0.00109453 0.00106524 0.00104040 0.00103119 0.00102290 0.00101801 0.00101364
resid	10.219746123532826
coverage	100.0
