,N.4,XAE,C.37,B.1.177,BA.3,BA.4.1,XZ,B.1.177.72,B.1.8,B.1.274,B.1.195,BA.4.1.3,B.1.177.17,B.1.187,B.1.201,B.1.76,XY,B.1.483,B.1.1.109,AA.8,W.2,BA.5.6.1,B.1.1.361,BA.4.1.1,B.58,BA.4.1.5,B.1.70,proposed590,B.1.177.33,B.1.97,B.1.478,B.1.177.32,W.3,B.1.393,AY.3.3,N.7,B.1.128,B.1.177.77,B.1.177.10,B.1.106,B.1.177.75,B.1.199,B.1.1.217,B.1.585,B.1.375,B.1.600,AP.1,B.1.23,B.1.1.437,B.1.215,B.1.81,B.1.127,B.1.131,B.1.444,N.2,B.1.1.44,B.1.445,B.1.134,B.1.188,B.1.423,XR,BA.5.2.5,B.1.603,B.1.234,AY.75.3,B.1.177.4,B.1.629,BA.2.2.1,B.1.1.240,B.1.531,B.1.67,B.1.277,B.1.640.2,W.1,N.1,BA.2.9.1,P.1.7.1,A.3,B.1.110.2,B.1.1.524,B.1.177.43,B.1.404,B.1.142,M.3,AH.1,B.1.579,B.1.1.251,B.1.177.83,B.1.400.1,B.1.1.93,C.2.1,B.1.179,B.1.335,B.1.1.224,B.1.502,B.1.524,B.1.1.121,B.1.563,XL,BG.1,B.1.411,B.1.205,B.1.1.120,N.10,BA.4.3,B.3,B.1.1.338,V.2,B.1.77,B.1.1.358,B.1.254,B.1.69,B.1.96,B.1.1.136,B.1.550,B.1.421,B.1.177.25,AV.1,BA.1.1.3,B.1.177.87,B.1.604,B.1.402,B.1.619.1,B.1.549,D.2,N.5,P.1.15,AM.3,AA.4,B.1.203,miscBA2BA1PostSpike,B.1.1.388,proposed446,BF.1.1,B.1.557,A.2.5.3,AY.63,B.1.1.519,B.1.1.176,BA.1.16.1,B.1.35,P.1.9,B.1.1.389,B.1.639,B.1.1.420,B.1.232,B.1.243.2,C.37.1,XQ,B.1.93,B.1.544,B.1.1.337,B.1.617.2,B.1.139,XAC,B.1.181,B.1.1.328,BA.2.53,B.1.564.1,B.1.304,B.1.273,B.1.620,B.1.177.74,B.10,B.1.474,B.11
0.025,0.24328555114302203,0.19694563285802816,0.1863238206154813,0.07145074961245709,0.02048004470628848,0.01882794514393541,0.0,0.002895751202330867,0.0035230621512905933,0.003175407572537546,0.0028345182866020805,0.0026007738093082105,0.0027853933370144053,0.0020286572927360226,0.0017699499987144512,0.0016507704508821374,0.0016210295324917798,0.0017802779817340149,0.001392512656241072,0.0012974556165075654,0.0015234086471702648,0.001394892859815282,0.0,0.001588817506433179,0.0,0.0014117278695924686,0.0,0.001353667223389652,0.0,0.0011846662851779965,0.0004954736803264404,0.0013140138923202998,0.0,0.0013504001025287538,0.0,0.0012878532335288057,0.0011915800939695533,0.001044005922508659,0.0012197544464284025,0.0011830304134519797,0.0011767779905880876,0.0,0.0,0.0,0.0,0.0011789734699717155,0.0,0.0,0.001012141141234431,0.0010499105675292751,0.0,0.0,0.0,0.001063034662239473,0.0,0.0,0.0,0.0,0.0,0.000476793010880089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00047761050126089716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05,0.24388367017987372,0.19766121792274646,0.18707464467038015,0.07201161251944366,0.02052492334872432,0.01913717552515698,0.0,0.003007977095111584,0.0036020190977075423,0.0032085606171042094,0.0029202786722095017,0.002657450106171623,0.0028175939708194077,0.002057539772492608,0.001788876562365619,0.0017279963881981744,0.0016407326362156225,0.0018051480905475871,0.0015076422633227035,0.0013896912274934147,0.0015447126928961326,0.0014767043948817505,0.0,0.0016740433202705116,0.0,0.0015157922542276955,0.0010663421473551143,0.001376120047751655,0.0010616353693400423,0.0012228287750873606,0.001123597667011964,0.001351769648991429,0.001029138649990733,0.0014060875389458728,0.0,0.001332187256219575,0.0012579802451713497,0.0010927641853583211,0.0012502486672595803,0.0011913641856048586,0.0012070864024351902,0.0009505237564422446,0.0,0.0,0.0,0.0011984787098887754,0.0,0.0,0.0010205967605284062,0.0010526946383442376,0.0,0.0,0.0,0.0011115606152591003,0.0,0.0,0.0,0.0,0.0,0.0010224180486117335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010085605151434864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,0.24909265803146852,0.19998922537990885,0.18939590349506533,0.07372329307117367,0.021564063533684064,0.01980323283138801,0.0,0.003321292015461233,0.003939323585167049,0.003524540284482695,0.0032357207618657646,0.002828251656837882,0.0030688564027774854,0.002554216225621192,0.0019672318400130537,0.0018424190841409237,0.001859499577619111,0.0019640189321602874,0.001781244269014859,0.0015426366631206992,0.001772128161220908,0.0016455024276996089,0.001293621557629451,0.0018107750756428502,0.0012860678276822137,0.0017187332931430119,0.0012927963198464832,0.0015494292679285773,0.0013388091924808423,0.0013901026704776134,0.0012764086048572339,0.0014331178933006436,0.001217912345988675,0.0015070458036866004,0.0,0.0014102765000718724,0.0013657643747089368,0.0011881067922489457,0.001329501877194727,0.0013288602981230426,0.0013090212791949712,0.001143709419407096,0.0011340812518940433,0.001082059870536999,0.0010930705145018576,0.0012637042298351746,0.0010922480030060523,0.0,0.0011341612099498384,0.0011977884983825735,0.0,0.0007529180430913427,0.0,0.0012061396113816694,0.0010467795991435515,0.0,0.00109685540710181,0.0011580958767375429,0.0,0.001103804922357117,0.0,0.0010721748779489873,0.0,0.0,0.0,0.001052987090343222,0.0010447371856075033,0.0,0.0,0.0,0.0,0.0010917018480704132,0.0,0.0010589025057836108,0.0010257014652517052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010599481437363492,0.0,0.0,0.0,0.0,0.0,0.0,0.0010151934600913905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,0.2520428195227843,0.20146689659558215,0.1910350083359419,0.07455795303788379,0.022398454358392737,0.020276963887072414,0.0030933717032228967,0.003633998087297882,0.004163009534553359,0.003659893288407134,0.003405304248572682,0.003032930033997253,0.0032620757818393985,0.002742679634873307,0.0021206331586143858,0.0019410604123255167,0.0020215580607952253,0.002095234483437283,0.0019348618095650005,0.0017159504922100153,0.0019933152106673697,0.001776255669522086,0.0015043628939250234,0.00190868857247289,0.0017737193259510717,0.0018580818920841125,0.001575679954771445,0.0016723183137090493,0.0014598057750802801,0.001505939265885195,0.0014413470798389258,0.0015047873476766974,0.001358202404725957,0.0015523454991251515,0.0010158619674201586,0.00148571936305572,0.0014450029795929891,0.0012597311856232872,0.001398775227586663,0.001408079155208753,0.0013812167251121786,0.0012699324387728775,0.0012900019262597501,0.0012750235766494677,0.0012007814777934185,0.0013192851415846055,0.00121547442148582,0.0,0.0012282469279871861,0.0013235635826297245,0.0,0.0011514952754128264,0.0010770776811156644,0.0012616966913781757,0.0011700336705449232,0.0010411944786952862,0.0013056976603114652,0.0012468945853396803,0.0010105883945760008,0.0011783261268283577,0.0005010727189514838,0.001225491338199485,0.001080790034855665,0.0010678801748439408,0.0,0.0010930808283719418,0.001110410915347455,0.0010814736387808185,0.0,0.0,0.0,0.0011464149953796868,0.0010082186013010352,0.001112719678693373,0.001275314259909005,0.0011636430622113869,0.0,0.0,0.0,0.0010867539610503127,0.0,0.0010531742461955002,0.0,0.0,0.0,0.0,0.0011647813318297739,0.0,0.0,0.0,0.0,0.0,0.0,0.0010460828368018525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010148097343708785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010126902062449728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.2555318514296275,0.20300413571448886,0.19223060494426344,0.07571411638882669,0.02342198413349655,0.02071119068450257,0.0037616269231303756,0.0038833651498114147,0.004427573484293009,0.003801984637960765,0.0035669768175829704,0.00323991070843478,0.003508530184199755,0.002836668686750234,0.00230481195054801,0.0020431399817818848,0.0021450367143197166,0.0022467941260901,0.0020421886632350002,0.0018487368036709108,0.002415784339291174,0.0018868734042358543,0.0018267722235182171,0.0020047332913158723,0.0019532956312263454,0.0020019077303315017,0.001805953603467921,0.001815355522454632,0.0016295107401112581,0.0016912967818697448,0.0016044178529857616,0.0015669345623716227,0.001510585347203776,0.001611682497112858,0.0010982933815702808,0.0015430933501820593,0.001533370035673995,0.0013490242829761103,0.0014515605931474864,0.001512410266099207,0.0014833822640339697,0.0013695324897579372,0.001430810826092515,0.0014198999841682487,0.0013256496396757715,0.001393271704499617,0.001339000317199455,0.0010016902558534241,0.0012909704873627563,0.0013822612695052632,0.0012292504334880743,0.0013006645884489716,0.001170967207549046,0.001311157190754727,0.001248028936127521,0.0011011298059378461,0.0015055485887481759,0.0013521941395931844,0.0010857272115298174,0.0012256283135977724,0.0010646330425487993,0.001420393041221583,0.0012397154790338648,0.001143902998412726,0.0010402278855660132,0.0011373607354482065,0.0011531208611230003,0.001256150272390518,0.0,0.001046603848229175,0.0,0.0012400424562869345,0.001064056415820384,0.0011735321780832878,0.001475431788557811,0.0013781546709258753,0.0,0.0012144643043072766,0.0,0.0011727421528638145,0.0,0.0011452597502794105,0.0010997225206691359,0.0010282048747814355,0.0,0.0010281215284475397,0.001271501109595579,0.0,0.0,0.0,0.0,0.0,0.0,0.0010733970435114096,0.0010220129027990992,0.0,0.0,0.0,0.0010826742862121946,0.0010398391757925724,0.0,0.001109956698137543,0.0,0.0,0.0010464989765927957,0.0,0.0,0.0,0.00103722373177317,0.0,0.0,0.0,0.0,0.0010580398162023477,0.0,0.001025097995448342,0.0011278543107660476,0.0010039604967310022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010809051183354298,0.001060581033429752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.95,0.2599469348498963,0.204502365451061,0.19391422157929286,0.07721676391030907,0.02498549437705748,0.021047486535286725,0.004251007940023038,0.004271693404631368,0.0047140387713152645,0.004038000931768078,0.0037993330720771687,0.0035025538348059035,0.0037718966954216927,0.0029929366077286325,0.0025615230708173676,0.002210863881891496,0.0023201544074998837,0.002355134903931594,0.002128458196414996,0.0020045103471133504,0.0028086925119388006,0.0019951641351562276,0.002036768399723812,0.00207254981709033,0.002078231530530885,0.0022701627425656414,0.0021594874952908646,0.002012336917167992,0.0017664553065334673,0.0019808735156271835,0.0017644627265312176,0.0016647488186315256,0.0016728722298966774,0.0017054674885737106,0.0012285069373256371,0.0016171652555175406,0.0016573858703047247,0.0014199578518260339,0.0015769727573181345,0.0015903613486270302,0.0015965962040540435,0.0015354840497915573,0.0016108994537541556,0.0016127319293588376,0.001499664887711077,0.0014486193637101438,0.0015203530617081797,0.0011407634429560936,0.0013611260548276182,0.0015803894562907452,0.0014916548878987307,0.001492050518831298,0.001412346401536278,0.0013760479409353084,0.0013298794064873164,0.0011856355608420846,0.0017203339555848837,0.001503944982800614,0.0011805142564565044,0.0013180330634082421,0.0011272057091051076,0.001604770740949433,0.0013773443905211336,0.001233129860303431,0.0011920174458893364,0.0012384699467410448,0.001228896229611256,0.0015129443512957618,0.0010144901935051022,0.0011456066357505988,0.0013231891890130355,0.0013662702659267912,0.0011877388435644752,0.0012390104651660088,0.0016688940201944136,0.0016098965784014465,0.0011710288434029876,0.0014804379583659836,0.0011539406748042374,0.0012619294983519775,0.0010993882906507773,0.001251000906201471,0.0012539765068237698,0.0012494258005901963,0.001057283694061606,0.0011618935913307636,0.0014068111251586024,5.036374997943922e-05,0.0,0.0010840715430357334,0.00105023436042775,0.0011879096880217127,0.0012269749424993518,0.001153046301631567,0.001121204414059251,0.0011308331870152077,0.001065854900679727,0.0010664371141824469,0.0013053469761555743,0.0012428709096442845,0.0010951962749613585,0.0012554604532215863,0.0,0.0010616250549557494,0.0012093729486652432,0.0012764559551959181,0.0,0.0,0.0011593890573955825,0.0010458167931409388,0.0010778923193435206,0.0015270051013501092,0.0012752558794102886,0.0011292252690998678,0.0011069918919377627,0.0010813558888572742,0.0012733016152595945,0.001090987338288823,0.0,0.0010040013039093615,0.0010785502036600655,0.0,0.0,0.0,5.065638535273472e-05,0.0012502699931839349,0.0012815195002404854,0.0010174132023582708,5.013425103202535e-05,0.0,0.001966356626051991,0.0011091507005736127,0.0,0.0,0.0013708588626596039,0.0010114196278128314,0.0,0.0,0.0010034217109908727,0.0,0.0,0.0010401836917567377,0.0,0.001041202183590558,0.0,0.0,0.0,0.0,0.0,5.017123662054505e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.975,0.26102328325333934,0.20520548525216536,0.19437316274513539,0.07775244727219845,0.02554994562467698,0.02133087547927326,0.004329310795166111,0.004471971383287133,0.004843634849003197,0.004180227686908008,0.003938888598049328,0.0035598636720830224,0.003789378733973127,0.0030339832823879052,0.0026508594122762663,0.002279100347729899,0.002376804800120962,0.0024124675051153312,0.00222149839252411,0.002038302470662049,0.002901862760883447,0.002053880406552552,0.0021347480777282237,0.002096425932099748,0.0021246257966763453,0.0023132960615996345,0.0023250737439832045,0.0020436727620940904,0.0017906281624083813,0.0020274342809840033,0.0018155778535826513,0.0016876676037366055,0.0017159172241024707,0.0017525913741916355,0.00131165236236564,0.0016420545925055847,0.001678196158797461,0.001435914921703368,0.0016035884878562408,0.001639569190028016,0.0016192978904442893,0.001620190166970187,0.0016411140175229,0.0016459734390186504,0.0015298972135506423,0.0015036236710189868,0.0015682777598824372,0.0011999956511545631,0.0013664055900587575,0.001661953765082161,0.0015293416199530683,0.0015527860698632246,0.00149529897735808,0.0013831175257780345,0.0013468793737071002,0.001205878062315219,0.0017548497759653635,0.0015380214285519542,0.001209199392270409,0.0013470942131371844,0.0011691581420080102,0.0016252137587231966,0.0014017655542513184,0.0012445518555379313,0.0012404605810978828,0.001251263481355732,0.0012401901655743962,0.0015940566348864036,0.001042287689695102,0.0011619568986396616,0.001389070805358583,0.001384549813834528,0.0012019514129316619,0.0012519198952361148,0.0017139227214221097,0.0016328878448039338,0.0011971454456041347,0.0015187772033575678,0.0012035615967418362,0.0012892165221781784,0.0011730196718951246,0.0012903987454196816,0.0013108202353022149,0.001302595684140781,0.001087479240363423,0.0012059029155057916,0.0014214760697007288,0.0010278764423474849,0.001028639512572631,0.001118373900656678,0.0010960969026334233,0.001260258050874785,0.0013313379780409641,0.0011653823963871717,0.0011538574440241628,0.0011752467465271747,0.0011050568547687047,0.0010743077543790087,0.001342006158513738,0.001251231798807613,0.0011436595017720642,0.0012757505959569253,0.00101722285350071,0.0010883295142017609,0.0012533599564037042,0.0013425551486939537,0.0010546211229441537,0.0,0.0012034527387666508,0.0011308360792990943,0.0014494967974148087,0.001574813735211939,0.0013328567729553836,0.0011488735641233103,0.0011275051510060408,0.0010997381379358646,0.001362379297324111,0.0011085257998370898,0.0005683973619085703,0.0011010640365268802,0.0010989656225126017,0.0,0.0,0.001017765036517047,0.001016372351205114,0.0012707798205237647,0.0013692337966502211,0.0010662403613882826,0.0010453905775491708,0.0005263219249027395,0.002202509091622395,0.0011961554311610406,0.0005402936408052988,0.0010085497544221095,0.001511834910987687,0.0010529560491053759,0.001010858738879651,0.000535304577945678,0.0010215939490571607,0.0005261071803405768,0.001004635010283867,0.0010436728251944838,0.0,0.0012049930750584474,0.0,0.001011338944759783,0.0010045654917162385,0.0,0.0,0.001034800619426853,0.0,0.0,0.0,0.0,0.0010355210954206878,0.0,0.0,0.0,0.000528426248118459,0.0,0.0,0.0,0.0,0.0,0.0,0.0
