,C.26,B.1.1.1,N.6,B.1.177,B.1.177.17,B.1.177.43,B.1.177.72,B.1.195,B.1.70,C.13,B.1.187,N.7,D.2,N.5,N.4,AA.8,B.1.1.98,B.1.177.25,B.1.1.361,B.1.585,B.1.23,B.1.97,B.1.1.217,B.1.177.10,B.1.478,N.2,B.1.177.32,N.1,B.1.177.75,W.2,B.1.177.77,B.1.393,B.1.1.251,B.1.1.120,B.1.1.86,AP.1,B.1.1.388,B.1.1.44,B.1.423,B.1.1.29,B.1.1.437,B.1.444,V.2,B.1.106,B.1.1.255,B.1.569,B.1.619.1,B.1.1.338,B.1.1.224,B.1.1.312,B.1.234,B.1.134,B.1.76,B.1.199,B.1.1.123,B.1.483,B.1.201,AD.2,B.1.1.109,C.37,B.58,B.1.243.2,B.1.205,B.1.77,B.1.179,B.1.177.51,B.1.1.186,AH.1,B.1.563,B.1.127,B.1.1.4,B.1.629,Z.1,B.1.546,B.1.525,B.1.1.336,B.1.600,B.1.524,B.1.126,B.1.639,B.1.203,B.1.1.138,B.1.1.408,B.1.404,B.1.545,B.1.564.1,B.1.177.33,B.1.1.339,AA.5,B.1.1.420,B.1.177.69,B.1.177.87,B.1.531,N.9,B.1.1.93,C.2.1,B.1.1.302,B.1.411,A.3,B.1.502,B.1.1.356,B.1.8,B.1.277,B.1.579,B.1.177.83,C.2,B.1.1.198,B.1.177.73,AM.3,B.1.1.236,N.10,B.1.1.133,B.1.544,AY.75.3,C.36.1,B.1.627,B.1.36.28,B.1.274,B.1.215,C.5,B.1.1.190,B.1.571,AY.2,B.1.348,B.1.550,B.1.214,B.1.110.1,B.1.188,B.1.1.519,B.1.1.176,B.1.177.23,B.1.1.351,AA.7,B.1.1.46,B.1.1.403,B.1.1.147,B.1.177.26,B.1.1.434,B.1.1.258,B.1.1.363,M.3,B.1.1.396,B.1.1.288,B.1.1.353,B.1.1.121,B.3,B.1.1.375,B.1.474,B.46,B.1.594,B.1.69,B.1.128,B.1.181,B.1.382,BA.1.16.1,B.1.1.524,B.1.400.1,B.1.318,B.1.273,G.1,B.1.402,B.1.384,B.1.1.39,B.1.1.268,B.1.395,N.3,V.1,B.1.1.298,B.1.389,B.1.280,B.1.110.3,B.1.618,B.1.429.1,B.4.8,B.1.631,B.1.177.4,B.1.240.2,A.28,B.1.35,B.1.177.63,B.1.1.153,B.1.142,B.1.1.406,B.1.1.413,B.1.1.175,B.1.36.23
0.025,0.5198285712993879,0.196139625950012,0.031016560331412736,0.011427653767976054,0.0026520992886262915,0.0011473747987512297,0.0020486793779915516,0.003606836282782362,0.0,0.0023187949114060937,0.0015880372946816387,0.0014001899450492355,0.0011112196449651463,0.0,0.0011991797474448808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001221673466959204,0.001098730579379389,0.0011967786175806191,0.0,0.0,0.0,0.0012063743976109655,0.0,0.0010210958045416547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05,0.5200403956014373,0.1971307887766382,0.03131826598391764,0.011976453492153738,0.0027769430230718075,0.001314615752751567,0.0021537761929434586,0.0037723440007223067,0.0,0.0023720872978802723,0.0017470612603991493,0.001447067134617922,0.0012700105652299221,0.0,0.0012576823500270846,0.0,0.0,0.0,0.001044791690340264,0.0,0.0,0.0,0.0012419407068916593,0.0011905541272045847,0.0012443181419664385,0.0,0.0,0.0,0.0012512883956705466,0.0,0.0010443986790848266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011906205691668054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,0.5231503046559938,0.20379878712637628,0.03270213274206733,0.01398001188266928,0.003451155312278519,0.0018673541177603142,0.0025142190306788547,0.003987591175625218,0.0,0.002649610283114758,0.0020867790472558247,0.0017129905198837016,0.0019067667188866972,0.0010975374710443869,0.0016535974237860231,0.0014703481060480898,0.0011072767887604779,0.001187736798035808,0.0013853478437110284,0.0010493302756013122,0.0011144281996289447,0.0012857414114557518,0.0014449845820829455,0.0013973534437269053,0.0013984972002149196,0.0,0.001038757566168277,0.0,0.0014669306386021364,0.0,0.0013042595427965472,0.0,0.0,0.0,0.0012888766800987286,0.0010457048684586671,0.0,0.0,0.0,0.0,0.0010498108764214562,0.0007508212100834062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010504487545900832,0.001680879047046157,0.0010892590089113577,0.0,0.0,0.001008815112713124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001075769353161713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,0.5252757639294818,0.20664779884421136,0.033849893329856565,0.015670441946069626,0.0038829253634019368,0.002423829348586902,0.0027481051137393836,0.004352483772966872,0.0013545215375497,0.0029464269675464104,0.0022602561131316026,0.001972607390214435,0.00213709491762994,0.0012999675147944462,0.0020002792247055578,0.001780804878959812,0.001284972201995744,0.0014733430678855763,0.0015131750667796873,0.0011576523878518955,0.0012752817267516212,0.0014975996707056152,0.001588134194541002,0.0015261689624378218,0.0015352005553670503,0.0011900040107162583,0.0011872010633618164,0.0,0.0016160631845879682,0.0011820155426646496,0.0014664468892028409,0.0010217680400775773,0.001088271477243194,0.0011201023396310913,0.001518558315948023,0.0011316939345261897,0.0010234176239203242,0.0,0.0,0.000509453180547503,0.0011637069132037696,0.0010848309201206031,0.0011008166718025204,0.0,0.0011481304862225239,0.0,0.0,0.0,0.0,0.0,0.0,0.0015044003710958354,0.0018857957374214074,0.001224193801695461,0.0010087771863006361,0.0013160658332840064,0.0013131391318034358,0.0,0.0010894780227773534,0.0,0.0,0.0,0.0,0.0,0.0010233673092637304,0.0,0.0,0.0,0.0,0.0010359151096311623,0.0,0.0010257962294559547,0.0010253489950633771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001125029187520063,0.0,0.0011731680724400449,0.0,0.0,0.0,0.0,0.0011788019712242028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001016952920087605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.5273885152990848,0.21112752119560352,0.03468098965664778,0.017327645956210724,0.004231231101027807,0.0027329320761276645,0.003076583933731246,0.004544889423971846,0.0019247469040412845,0.0031525003569165496,0.0025599865821822228,0.002223532126014886,0.0024504710152227485,0.0015463244426277124,0.002228252088901252,0.002009444683483108,0.0014513577898647224,0.0016569205035052905,0.0016198290543801316,0.0013003782977284398,0.0013995284951568926,0.0017395137153912831,0.001693677847861954,0.0017472158767393323,0.0017322600376322894,0.0014228840300254267,0.0012678891692703867,0.0011624568586390532,0.0017482995566813742,0.001390349801691454,0.0016208924854370726,0.001157642937604307,0.001178358354184239,0.0012333683357572745,0.001813168038912421,0.0012247144775196061,0.0010901147878331627,0.0010486238894287876,0.0010038159858658656,0.0011441647553617636,0.0012254219352499597,0.0011531596578452964,0.0012401824279000674,0.0011005062370795823,0.001285122862016908,0.0,0.0,0.0011623247089879844,0.0,0.0,0.0011054772403170598,0.001761868636033578,0.0020547689149217722,0.00147825271080467,0.0013824485803751233,0.0015909623966442522,0.0015434151685628926,0.0,0.0012164235634357558,0.0010705800088803886,0.0,0.00025021683096596655,0.0,0.0011216787244301397,0.0011885991690771946,0.0,0.0,0.0,0.0,0.0011414109024391367,0.0,0.0011001373515038505,0.0011366544832536506,0.0010127052667564538,0.0010364617617185303,0.0,0.0,0.0010860316854909018,0.0,0.0,0.0012298567587503474,0.001195391155963593,0.0013555941474686956,0.0,0.0,0.0,0.0010317265588305814,0.0012586576175871176,0.0,0.0010678239165383845,0.0011191545198428953,0.0,0.0010598133343223484,0.0010390340051683428,0.0,0.0011254200587925462,0.0,0.0,0.0,0.0,0.0011326554141505205,0.0016981651598592718,0.001185873079470148,0.0010774128170789122,0.0,0.0,0.0010397625519672747,0.0,0.0,0.0,0.0,0.001072400459045751,0.0010434710681934832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.95,0.5297955857451674,0.21719489453471819,0.03617245535196964,0.02028364857960381,0.004952445568175056,0.0033433302153998306,0.0034139564430397348,0.004967023563555615,0.0026665397777835007,0.00344240617484875,0.00287570958558962,0.0025644928619976276,0.0031553179536039986,0.0018772292138001512,0.0028190655510362556,0.002387803730312409,0.0017435779313623033,0.0018631534552631592,0.0018042193570047573,0.001473560083869797,0.001677790275283688,0.002070788440249697,0.0018022424746321787,0.0018983733575506747,0.0019481386318628495,0.001805339127963999,0.0014474253584214189,0.0013080833741106323,0.0019578817343411095,0.0016293448961511466,0.001900104175804296,0.0012851221618479527,0.0013146714118458668,0.001423764175691559,0.0022052328477208806,0.0013297702257539462,0.0012057379389134365,0.0012704778202218703,0.0011544518342199116,0.0013711999202598033,0.0013500014535190734,0.0012529072468310035,0.0014620016655213395,0.001430357420083498,0.0015309077037429532,0.0,0.0010869991673205684,0.0013688634407023718,0.0010734131309828054,0.0012026364841720273,0.001352583920631812,0.00217546645529953,0.0023217257630653815,0.0018038463680361432,0.0015893325122226544,0.0018723837885613339,0.0018251684241183564,0.0010858129443609872,0.001338146501762404,0.0012548985064614992,0.0012120155641387107,0.0011498132311629052,0.0012593911441145978,0.001312985855087712,0.0014549122797710287,0.001538320240463053,0.0,0.0011215373125038042,0.0012180240642791524,0.0012979299830866173,0.0011548810924263408,0.001238823891044527,0.0014046462109481325,0.0011406252115903422,0.0011648048872289595,0.0,0.0010795429333724667,0.0012402530233828733,0.0011175063256567,0.0013883948050541892,0.0013386868355354945,0.0015168413097169208,0.0016600445531943224,0.001113378749484041,0.0011089254236671738,0.0,0.0012409513960933902,0.0014098957195644148,0.0010273281955410633,0.0012322948785542104,0.00161273424589769,0.0,0.0012207903893854117,0.001286203499550853,0.001007810657773915,0.0013208754039943857,0.0,0.0011114764400455735,0.001072107314431065,0.0011139862011922282,0.0015388337771973413,0.004079767120716495,0.0015326740222729813,0.001278668002344269,0.0011854075242069104,0.001060891700531489,0.0011760008244262017,0.0012163381526062887,0.0011744077933090093,0.0011033967883238903,0.0010617004936085465,0.0016476540919327532,0.0011874495405717045,0.0,0.0,0.0,0.0,0.002987981189423754,5.014038555333873e-05,0.0011341474108457577,0.0,0.0010279423958768352,0.0,0.0010681021348635728,0.0011179162928541336,0.0011249675509437133,0.0,0.0010206687015650664,0.0011220219329222182,0.0011031712848747766,0.0,5.092508268379489e-05,0.0,0.0010090447711796696,0.0,0.0010592396893656978,0.0,0.0,0.0,0.0,0.0,0.0010161767441589078,0.0,0.00105330819425627,0.0,0.0,0.0,0.0,0.0,0.0010034043994536382,0.0,0.0011602416653420534,0.001036376538203089,0.0,0.0,0.0,0.0010040621216410976,0.0,0.0010284104230452761,0.001096616997541791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010153537555372043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.975,0.530645477455482,0.21958340211814645,0.036327579863583676,0.02119766485806912,0.005282761143699496,0.0034689919250174023,0.003495548647973453,0.005085654159241557,0.00273868237993603,0.0035336109509688587,0.002959185593766151,0.002667265764140138,0.003296535629510768,0.0019271317961106784,0.0029423473888800723,0.002427780383734681,0.0017989818447177125,0.001900520341873261,0.0018157126109643116,0.0015409458346167617,0.0017165271774115187,0.002162480765164068,0.0018235312317604472,0.0019953420741549073,0.00196993351741516,0.0018684582722131768,0.0014757090036913994,0.0013576633283172502,0.0020632241587156866,0.0016663768222486435,0.001994983530668776,0.0013731362254216914,0.0013470360418277743,0.0014699873534541397,0.0022970783694236012,0.00137844890268787,0.0012172559922402732,0.0013288965529591474,0.0011817543031527225,0.001454007835510193,0.0013777657212661245,0.0012913311554915807,0.001493872661647342,0.0014824315633555631,0.0015725325553085788,0.0010433178890984736,0.0011153594863739166,0.0014328783918646484,0.0010923070490430173,0.0012744837816664743,0.0014198866443806677,0.002207863812630738,0.002373572261159052,0.001916951639396408,0.0016791685334279316,0.0019745568033536246,0.0018573699621749504,0.0012132400099034723,0.0013603972689374005,0.001318981376451262,0.0012750301504709635,0.0011751102785386523,0.0012791828160276556,0.0013539726819639267,0.0014841160962369589,0.001613952529578612,0.0,0.0011275824546512264,0.0012298508783605598,0.0013068383681585115,0.0013197702726240582,0.0013464663101715349,0.0015161008343762574,0.00116291096154573,0.0011770398280378314,0.0005427478492347202,0.0010995751773280368,0.0012850712472680826,0.0011337294677396792,0.0014138857693849305,0.0013844796138272467,0.0016200572999773598,0.0016978786300302312,0.001162902438019548,0.0011560588643372317,0.0005252424196779965,0.0012979086813720985,0.0014485704981829404,0.0010379108143211274,0.001280228747257027,0.0016327526760364277,0.0,0.001282444723687794,0.0013084247088156063,0.001189370476441622,0.0015262480913287929,0.0,0.0011524035545968708,0.0011266184163435642,0.001184625807784381,0.0015820248630380358,0.004265631694738364,0.0015646083886070657,0.0013128893172350193,0.001218117086553762,0.001139284949210217,0.0012092182027175233,0.0013475247923653809,0.0012519454442996571,0.0011304196090103167,0.0010867810718301815,0.0018270766816771125,0.0012462873351087136,0.0010108608916848355,0.0005320092136100448,0.0005400585055710029,0.0,0.003942220895840142,0.0010590938271258664,0.0011760704961435555,0.0,0.0010772469544062676,0.0,0.0010934343867510974,0.0011313742575048472,0.0011315169408860973,0.0,0.0010437797351336288,0.001292591067507848,0.001113784278325768,0.0,0.0010911465524601005,0.0,0.0010305265015563096,0.0,0.0010706020340073886,0.0005289672566067482,0.0,0.0005649264009982837,0.0006266386937402766,0.0010220107259074972,0.0010408365612386665,0.0,0.0010889725197238144,0.0,0.0,0.0005290264832273193,0.0,0.0005710466280550241,0.0010797303909711065,0.0,0.0012001951451042824,0.0011222868534576846,0.001029003114252946,0.0,0.0,0.0010911648696881869,0.0,0.0010696299525365584,0.0011509373883207676,0.0,0.0011237244780794924,0.0010206963162987788,0.001014309098166811,0.0,0.0,0.0,0.0,0.0,0.0011319478717447108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
