	freyja/V350082740_L14_55-55_variants.tsv
summarized	[('BA.2* [Omicron (BA.2.X)]', 0.9372527785275593)]
lineages	BA.2.56 BA.2 BA.2.23 BA.2.68 BA.2.31 BA.2.61 BA.2.9.1 BA.2.11 BA.2.52 BA.2.9.5 BA.2.59 BA.2.71 BA.2.29 BA.2.57 BA.2.21 BA.2.32 BA.2.13.1 BA.2.53 BA.2.2.1 BA.2.34 BA.2.10.1 BA.2.55 BA.2.66 BA.2.8 BA.2.27 BA.2.5 BA.2.63 BA.2.43 BA.2.33 BA.2.40 BA.2.62
abundances	0.39668923 0.28172122 0.20762516 0.00975332 0.00369666 0.00236433 0.00236279 0.00204765 0.00199908 0.00199280 0.00177576 0.00177513 0.00168914 0.00154605 0.00146235 0.00137975 0.00135570 0.00132853 0.00128937 0.00126822 0.00120656 0.00120638 0.00120518 0.00116308 0.00115554 0.00107829 0.00105391 0.00103459 0.00102097 0.00100604 0.00100000
resid	19.93688820162985
coverage	100.0
