	freyja/V350082740_L14_20-20_variants.tsv
summarized	[('Other', 0.892733549720695)]
lineages	N.4 B.1.177 B.1.177.17 B.1.177.72 B.1.187 W.2 AA.8 B.1.177.75 B.1.97 B.1.177.32 B.1.1.109 B.1.70 B.1.177.77 N.7 B.1.524 B.1.1.388 D.2 B.1.444 B.1.1.361 B.1.1.338 B.1.1.217 B.1.1.408 B.1.1.437 B.1.579 B.1.478 B.1.1.312 B.1.1.44 B.1.603 B.1.1.507 N.1 B.1.23
abundances	0.77709614 0.07564254 0.00328411 0.00316891 0.00231224 0.00162363 0.00149656 0.00142921 0.00135934 0.00130988 0.00130803 0.00130529 0.00127165 0.00123929 0.00123258 0.00120996 0.00120877 0.00120659 0.00118552 0.00118275 0.00114994 0.00112947 0.00110152 0.00109907 0.00108979 0.00105479 0.00102113 0.00100452 0.00100432 0.00100397 0.00100202
resid	14.050200980198355
coverage	100.0
